Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh)
Africa,,1965,1006.3736,1061.6443,29.689943
Africa,,1966,980.1728,1120.8165,32.366585
Africa,,1967,976.7318,1088.6127,31.185446
Africa,,1968,990.00653,1121.6766,30.805683
Africa,,1969,973.52277,1114.7306,35.082924
Africa,,1970,987.1568,1186.9525,42.46903
Africa,,1971,1021.13116,1262.5507,49.06941
Africa,,1972,998.12964,1326.6609,64.09115
Africa,,1973,1034.6597,1390.9475,100.0773
Africa,,1974,1048.2109,1398.2831,109.63275
Africa,,1975,1080.2848,1428.3192,128.45761
Africa,,1976,1119.8885,1519.1366,141.95807
Africa,,1977,1113.191,1573.8364,154.48024
Africa,,1978,1051.3849,1611.0903,214.25261
Africa,,1979,1083.9161,1647.3884,318.05634
Africa,,1980,1128.7816,1697.1249,388.15622
Africa,,1981,1282.7428,1783.2175,460.9876
Africa,,1982,1373.3988,1812.2501,483.27896
Africa,,1983,1357.6967,1836.0695,516.38513
Africa,,1984,1412.2948,1817.443,481.13828
Africa,,1985,1416.6501,1812.4475,501.82892
Africa,,1986,1408.8351,1729.3776,548.0153
Africa,,1987,1408.5153,1771.9844,549.89856
Africa,,1988,1472.529,1796.9354,592.9491
Africa,,1989,1345.2413,1809.3762,598.02026
Africa,,1990,1375.3315,1790.158,624.68176
Africa,,1991,1303.3724,1753.639,613.1459
Africa,,1992,1278.1521,1742.0287,626.95386
Africa,,1993,1264.9296,1712.3896,598.78076
Africa,,1994,1266.0471,1729.518,611.23126
Africa,,1995,1273.5476,1748.8966,636.7846
Africa,,1996,1259.1172,1742.1002,651.8774
Africa,,1997,1259.8369,1750.1703,623.30536
Africa,,1998,1201.4733,1748.2933,640.2509
Africa,,1999,1208.8739,1770.1924,630.73444
Africa,,2000,1176.7845,1734.3945,679.9203
Africa,,2001,1162.5586,1706.6414,756.00146
Africa,,2002,1085.7644,1718.7385,779.21936
Africa,,2003,1152.6593,1728.1302,806.37726
Africa,,2004,1236.9413,1753.4738,865.4776
Africa,,2005,1119.8129,1783.5133,870.54956
Africa,,2006,1107.5466,1758.5851,886.2101
Africa,,2007,1097.4657,1776.5577,921.7665
Africa,,2008,1178.39,1821.242,933.31274
Africa,,2009,1143.7477,1834.2495,915.05554
Africa,,2010,1103.8693,1863.2979,929.39764
Africa,,2011,1059.6884,1786.4723,979.5423
Africa,,2012,1006.9224,1842.667,1032.3848
Africa,,2013,991.21173,1860.6183,1025.9297
Africa,,2014,1011.5414,1831.4404,1027.3611
Africa,,2015,931.67163,1830.93,1103.4474
Africa,,2016,962.8087,1794.4198,1112.3138
Africa,,2017,938.0473,1767.6163,1146.7631
Africa,,2018,898.34863,1742.8877,1191.6869
Africa,,2019,927.4049,1703.7234,1167.2278
Africa,,2020,850.974,1477.9789,1128.8291
Africa,,2021,838.60236,1566.7493,1179.481
Algeria,DZA,1965,65.75259,1244.2393,600.14075
Algeria,DZA,1966,62.698406,1607.2358,611.9881
Algeria,DZA,1967,46.891083,1468.7021,580.6141
Algeria,DZA,1968,48.49147,1528.8707,596.8662
Algeria,DZA,1969,60.343834,1579.2673,767.30194
Algeria,DZA,1970,69.96926,1764.847,705.34467
Algeria,DZA,1971,18.957115,1944.6864,783.08215
Algeria,DZA,1972,16.10831,2086.0066,888.5282
Algeria,DZA,1973,18.090183,2225.03,1207.8057
Algeria,DZA,1974,14.582012,2411.5613,1364.3291
Algeria,DZA,1975,17.75042,2583.876,1811.7994
Algeria,DZA,1976,33.12684,2831.289,2041.6028
Algeria,DZA,1977,41.404335,3081.9358,2095.2983
Algeria,DZA,1978,20.446732,3096.9795,3269.7163
Algeria,DZA,1979,46.09241,3595.458,4487.468
Algeria,DZA,1980,39.719566,3532.7976,5839.9077
Algeria,DZA,1981,27.044617,3685.6887,7351.2935
Algeria,DZA,1982,485.55008,3778.6523,8070.5225
Algeria,DZA,1983,418.92966,4104.6304,8544.341
Algeria,DZA,1984,449.032,4393.9453,7256.925
Algeria,DZA,1985,452.94815,4362.454,6949.2666
Algeria,DZA,1986,449.79886,4283.666,7360.9546
Algeria,DZA,1987,521.6861,4201.6494,7304.621
Algeria,DZA,1988,477.32697,4090.7686,8007.922
Algeria,DZA,1989,392.96988,4175.921,7339.7373
Algeria,DZA,1990,300.3428,4381.6636,7645.5117
Algeria,DZA,1991,302.61072,4233.1133,7373.2754
Algeria,DZA,1992,351.3135,4160.7373,7437.8086
Algeria,DZA,1993,279.7561,4048.898,6527.0747
Algeria,DZA,1994,258.1021,3796.072,6735.466
Algeria,DZA,1995,253.19875,3621.82,7100.958
Algeria,DZA,1996,117.16412,3395.663,7166.1226
Algeria,DZA,1997,202.01363,3312.638,6582.9766
Algeria,DZA,1998,212.97617,3363.7388,6706.2153
Algeria,DZA,1999,224.96509,3259.015,6758.9854
Algeria,DZA,2000,183.28574,3351.218,6206.832
Algeria,DZA,2001,208.737,3422.1782,6324.227
Algeria,DZA,2002,270.29663,3743.8213,6160.971
Algeria,DZA,2003,219.85916,3842.4807,6424.146
Algeria,DZA,2004,258.6417,3960.2,6517.932
Algeria,DZA,2005,209.61511,4072.4167,6783.444
Algeria,DZA,2006,306.79333,4182.6045,6834.0645
Algeria,DZA,2007,259.0617,4601.893,6879.9414
Algeria,DZA,2008,254.67209,4915.1836,7059.4375
Algeria,DZA,2009,160.59137,5118.031,7447.361
Algeria,DZA,2010,100.54844,5064.9863,7063.526
Algeria,DZA,2011,87.51887,5260.235,7332.8843
Algeria,DZA,2012,91.140854,5485.565,8017.6113
Algeria,DZA,2013,48.35552,5620.3384,8452.89
Algeria,DZA,2014,53.709003,5725.598,9311.576
Algeria,DZA,2015,39.11651,5971.919,9590.157
Algeria,DZA,2016,14.126908,5690.82,9567.8955
Algeria,DZA,2017,51.454483,5482.038,9593.051
Algeria,DZA,2018,138.69342,5474.457,10353.41
Algeria,DZA,2019,112.47274,5561.0615,10550.106
Algeria,DZA,2020,110.843834,4870.588,10034.425
Algeria,DZA,2021,108.72366,4976.273,10370.555
Argentina,ARG,1965,383.38528,12478.979,1869.7122
Argentina,ARG,1966,311.19852,12670.846,1993.3472
Argentina,ARG,1967,344.5266,12775.129,2052.0903
Argentina,ARG,1968,329.6432,12840.521,2249.8
Argentina,ARG,1969,388.63998,13121.93,2207.0981
Argentina,ARG,1970,491.6619,11677.399,2455.4368
Argentina,ARG,1971,424.28192,12239.734,2609.164
Argentina,ARG,1972,351.4958,11992.656,2881.6074
Argentina,ARG,1973,379.54825,11879.767,3225.654
Argentina,ARG,1974,464.67725,11673.875,3356.5906
Argentina,ARG,1975,444.85757,10870.079,3382.5354
Argentina,ARG,1976,442.8479,11038.13,3747.177
Argentina,ARG,1977,412.0908,11440.947,3851.5889
Argentina,ARG,1978,494.3319,10950.704,3686.3547
Argentina,ARG,1979,453.21967,11595.423,3730.0603
Argentina,ARG,1980,397.6687,10596.966,4001.071
Argentina,ARG,1981,370.9164,9784.101,4115.9453
Argentina,ARG,1982,368.77783,9162.966,4603.13
Argentina,ARG,1983,329.50662,9148.378,4872.904
Argentina,ARG,1984,240.85461,8567.942,5108.2637
Argentina,ARG,1985,349.97073,7842.285,5140.7085
Argentina,ARG,1986,393.82132,8121.382,5471.597
Argentina,ARG,1987,430.53174,8538.865,5392.661
Argentina,ARG,1988,434.58524,8467.247,6204.9414
Argentina,ARG,1989,463.3114,7657.853,6421.702
Argentina,ARG,1990,375.82758,7045.8394,6045.7847
Argentina,ARG,1991,326.0463,7257.246,6068.988
Argentina,ARG,1992,362.48993,7527.731,6472.0767
Argentina,ARG,1993,237.16255,7281.029,6742.0317
Argentina,ARG,1994,204.85281,7581.6743,6837.929
Argentina,ARG,1995,212.15955,7426.584,7510.9277
Argentina,ARG,1996,219.46754,7341.1255,8510.56
Argentina,ARG,1997,171.08888,7686.1353,7749.3784
Argentina,ARG,1998,227.34427,7818.027,8188.8916
Argentina,ARG,1999,269.704,7829.087,8585.947
Argentina,ARG,2000,202.65688,7145.733,8712.18
Argentina,ARG,2001,164.26819,6544.605,8066.8696
Argentina,ARG,2002,121.0583,6145.3086,7770.24
Argentina,ARG,2003,146.13724,6202.5454,8785.439
Argentina,ARG,2004,246.18864,6586.3555,9519.077
Argentina,ARG,2005,280.56064,6827.608,10055.924
Argentina,ARG,2006,251.38326,7127.006,10297.3
Argentina,ARG,2007,360.12436,7868.007,10711.224
Argentina,ARG,2008,434.925,7872.4106,10723.785
Argentina,ARG,2009,236.47763,7449,10282.963
Argentina,ARG,2010,327.78683,7984.3545,10240.216
Argentina,ARG,2011,352.08057,8188.818,10558.529
Argentina,ARG,2012,325.82623,8611.109,10884.775
Argentina,ARG,2013,352.43954,9054.003,10858.592
Argentina,ARG,2014,371.09314,8871.545,10777.813
Argentina,ARG,2015,365.5849,8953.651,10784.959
Argentina,ARG,2016,279.11917,8594.215,11040.063
Argentina,ARG,2017,284.3127,8419.031,10963.67
Argentina,ARG,2018,308.6701,7952.761,10965.594
Argentina,ARG,2019,181.55925,7257.098,10405.27
Argentina,ARG,2020,222.3847,6603.0923,9754.6875
Argentina,ARG,2021,403.16254,7522.5093,10145.409
Asia,,1965,1369.7893,1174.0067,49.47151
Asia,,1966,1413.6195,1286.3356,55.7107
Asia,,1967,1337.4663,1443.4192,63.28846
Asia,,1968,1325.739,1591.1512,72.76884
Asia,,1969,1460.036,1788.6823,87.635864
Asia,,1970,1604.2441,2002.4727,101.794426
Asia,,1971,1684.3048,2177.356,113.425896
Asia,,1972,1711.1748,2300.9246,123.2709
Asia,,1973,1712.3217,2557.2214,147.33
Asia,,1974,1716.118,2498.3582,170.65079
Asia,,1975,1816.9825,2428.8745,191.68529
Asia,,1976,1823.4042,2569.0898,209.29095
Asia,,1977,1909.6033,2685.7876,248.98048
Asia,,1978,1965.9675,2802.1658,289.2983
Asia,,1979,2024.7999,2851.5696,345.9996
Asia,,1980,2102.7385,2643.305,353.75644
Asia,,1981,2129.466,2566.8306,356.1626
Asia,,1982,2170.0132,2505.8467,372.8047
Asia,,1983,2261.342,2544.952,393.27625
Asia,,1984,2415.8413,2620.476,474.2096
Asia,,1985,2746.8723,2817.903,741.53894
Asia,,1986,2803.7227,2824.8813,817.8009
Asia,,1987,2941.2837,2863.9783,854.04004
Asia,,1988,3076.5625,3011.9324,898.9895
Asia,,1989,3140.2773,3094.7603,956.4806
Asia,,1990,3135.7922,3213.3223,975.6461
Asia,,1991,3199.709,3265.194,1014.44086
Asia,,1992,3246.0703,3398.147,1061.6665
Asia,,1993,3340.8933,3473.6814,1040.1069
Asia,,1994,3446.111,3598.9424,1106.6184
Asia,,1995,3446.7615,3739.2659,1158.0796
Asia,,1996,3539.3347,3843.3088,1221.3013
Asia,,1997,3494.2644,3968.0874,1265.8651
Asia,,1998,3439.664,3838.0667,1303.5254
Asia,,1999,3476.9119,3906.089,1387.9869
Asia,,2000,3565.4038,3990.0266,1444.472
Asia,,2001,3684.2773,3978.2021,1517.4332
Asia,,2002,3917.3271,4030.6162,1584.2228
Asia,,2003,4428.26,4140.8643,1674.7178
Asia,,2004,4921.707,4339.2056,1777.5686
Asia,,2005,5527.5557,4332.1484,1890.1199
Asia,,2006,5891.9907,4392.3623,1980.8696
Asia,,2007,6327.4673,4478.1006,2111.7986
Asia,,2008,6427.792,4482.513,2231.5142
Asia,,2009,6563.6265,4466.1445,2267.951
Asia,,2010,6798.755,4675.2354,2464.116
Asia,,2011,7230.63,4754.7554,2614.5383
Asia,,2012,7325.496,4911.1353,2719.0813
Asia,,2013,7393.3403,4945.441,2759.2473
Asia,,2014,7457.0654,4973.6846,2840.8044
Asia,,2015,7321.354,5100.392,2912.3142
Asia,,2016,7249.2686,5226.9873,2961.811
Asia,,2017,7310.1943,5301.854,3073.678
Asia,,2018,7426.323,5365.0615,3208.575
Asia,,2019,7459.2417,5373.5913,3261.2664
Asia,,2020,7313.0327,5021.8403,3283.7002
Asia,,2021,7678.5464,5211.057,3462.2515
Australia,AUS,1965,17785.008,17608.203,2.5947576
Australia,AUS,1966,18062.17,18464.033,3.3900719
Australia,AUS,1967,18227.447,19848.04,3.3279383
Australia,AUS,1968,18432.652,21225.518,25.323706
Australia,AUS,1969,18688.557,21392.29,336.35324
Australia,AUS,1970,18395.691,23040.455,1373.8723
Australia,AUS,1971,17898.441,23514.574,1987.6099
Australia,AUS,1972,18265.016,23385.406,2787.4714
Australia,AUS,1973,18721.242,24560.434,3483.1414
Australia,AUS,1974,19256.316,25649.025,3916.0251
Australia,AUS,1975,19625.86,25067.176,4152.843
Australia,AUS,1976,20073.379,25346.879,4849.4683
Australia,AUS,1977,20726.625,26251.754,5479.211
Australia,AUS,1978,21027.096,26536.057,5832.1577
Australia,AUS,1979,21730.727,26577.186,6637.167
Australia,AUS,1980,22083.273,25007.438,7525.0513
Australia,AUS,1981,22313.307,24274.412,8033.754
Australia,AUS,1982,22196.113,23525.756,7712.117
Australia,AUS,1983,21878.295,20807.504,8260.6875
Australia,AUS,1984,22844.332,21244.545,8043.7393
Australia,AUS,1985,23321.059,21082.443,8485.702
Australia,AUS,1986,23574.76,20493.438,9138.556
Australia,AUS,1987,24193.064,20706.361,9188.282
Australia,AUS,1988,25037.297,21298.271,9257.794
Australia,AUS,1989,25836.102,21820.873,9935.092
Australia,AUS,1990,26064.475,21989.943,9840.419
Australia,AUS,1991,26244.078,20995.824,9311.572
Australia,AUS,1992,26110.715,21219.582,9527.248
Australia,AUS,1993,26026.629,21668.695,9783.246
Australia,AUS,1994,26298.824,22217.238,10758.838
Australia,AUS,1995,26893.662,23761.453,10743.524
Australia,AUS,1996,27672,24106.03,10697.795
Australia,AUS,1997,28758.88,24228.771,10391.222
Australia,AUS,1998,29732.998,23974.746,10587.934
Australia,AUS,1999,31245.488,24262.357,10730.37
Australia,AUS,2000,31110.68,23976.355,10808.241
Australia,AUS,2001,30428.455,23746.979,11517.638
Australia,AUS,2002,30749.482,23720.402,11714.418
Australia,AUS,2003,31271.697,23364.629,11672.818
Australia,AUS,2004,32216.773,23653.416,11770.906
Australia,AUS,2005,31639.44,23731.322,11530.483
Australia,AUS,2006,32027.059,24118.875,12675.536
Australia,AUS,2007,31194.266,24303.893,13931.184
Australia,AUS,2008,31875.723,24130.219,13429.558
Australia,AUS,2009,30232.416,23274.232,13451.167
Australia,AUS,2010,27584.8,23584.307,14399.467
Australia,AUS,2011,26482.146,24469.271,14668.195
Australia,AUS,2012,24394.46,24700.266,14501.587
Australia,AUS,2013,22769.414,25010.486,15002.699
Australia,AUS,2014,22236.803,24518.047,15859.227
Australia,AUS,2015,22687.059,23953.521,16286.903
Australia,AUS,2016,22320.582,23629.111,15651.906
Australia,AUS,2017,21208.572,24382.738,15093.075
Australia,AUS,2018,20372.217,24424.742,14719.478
Australia,AUS,2019,19181.621,23827.363,17321.451
Australia,AUS,2020,18251.832,20341.494,16788.285
Australia,AUS,2021,17474.88,20691.604,15202.798
Austria,AUT,1965,8131.4688,8981.904,2411.129
Austria,AUT,1966,7713.1826,9805.988,2570.8564
Austria,AUT,1967,7246.959,10378.516,2444.7644
Austria,AUT,1968,7118.2915,11932.6,2593.668
Austria,AUT,1969,6981.333,13069.197,3135.9243
Austria,AUT,1970,7481.8276,14338.809,3790.5999
Austria,AUT,1971,6832.4707,15950.691,4335.0586
Austria,AUT,1972,6159.2915,17120.32,4657.8315
Austria,AUT,1973,6087.7603,18450.338,5091.123
Austria,AUT,1974,6413.4,16483.771,5508.992
Austria,AUT,1975,5588.0894,16703.238,5516.9604
Austria,AUT,1976,5957.552,18167.67,6294.712
Austria,AUT,1977,4995.8354,17391.002,6412.6416
Austria,AUT,1978,5079.492,18725.535,6675.4736
Austria,AUT,1979,5523.1807,19530.852,6630.074
Austria,AUT,1980,5675.304,19064.092,6369.4688
Austria,AUT,1981,5795.421,17264.79,6056.327
Austria,AUT,1982,5508.381,16364.553,5858.3486
Austria,AUT,1983,5907.5513,15885.439,5987.088
Austria,AUT,1984,6732.282,15452.467,6666.5957
Austria,AUT,1985,6719.6816,15470.002,7139.75
Austria,AUT,1986,5986.656,16283.107,6927.389
Austria,AUT,1987,5934.653,16753.037,7221.7437
Austria,AUT,1988,5674.4746,16611.531,6907.5215
Austria,AUT,1989,5673.4253,16303.426,7383.766
Austria,AUT,1990,6204.2217,16760.537,8065.772
Austria,AUT,1991,6443.3394,17910.152,8466.637
Austria,AUT,1992,4958.9263,17246.533,8223.918
Austria,AUT,1993,4422.202,17249.662,8578.122
Austria,AUT,1994,4467.903,17042.188,8789.952
Austria,AUT,1995,5075.7715,16969.53,9582.779
Austria,AUT,1996,5090.4717,17533.986,10186.031
Austria,AUT,1997,5393.2554,17789.555,9806.06
Austria,AUT,1998,4743.0645,18452.78,10056.26
Austria,AUT,1999,4701.3037,18100.91,10251.997
Austria,AUT,2000,5302.965,17695.607,9762.921
Austria,AUT,2001,5458.1016,19115.992,10309.173
Austria,AUT,2002,5517.978,19410.805,10086.078
Austria,AUT,2003,5855.5513,20927.86,11037.999
Austria,AUT,2004,5700.0464,20233.016,11074.526
Austria,AUT,2005,5644.5674,20010.402,11580.974
Austria,AUT,2006,5611.9077,19897.7,10829.038
Austria,AUT,2007,5408.2104,18645.348,10212.395
Austria,AUT,2008,5325.7656,18412.182,10898.219
Austria,AUT,2009,4002.2808,17433.861,10586.094
Austria,AUT,2010,4694.665,18165.84,11494.689
Austria,AUT,2011,4804.99,16895.621,10775.343
Austria,AUT,2012,4443.232,16802.068,10230.733
Austria,AUT,2013,4492.7324,17235.438,9670.877
Austria,AUT,2014,4083.2314,16400.162,8788.811
Austria,AUT,2015,4363.776,16162.429,9219.747
Austria,AUT,2016,4003.8496,16536.81,9548.673
Austria,AUT,2017,4147.8066,16634.943,10309.585
Austria,AUT,2018,3643.8486,16714.334,9826.255
Austria,AUT,2019,3816.3323,17210.795,10023.088
Austria,AUT,2020,3252.909,14919.979,9573.113
Austria,AUT,2021,3497.366,15259.672,10102.873
Azerbaijan,AZE,1985,155.26595,14102.963,19273.11
Azerbaijan,AZE,1986,152.65228,14526.389,21053.773
Azerbaijan,AZE,1987,150.00797,13434.894,20433.742
Azerbaijan,AZE,1988,147.35406,13516.213,19821.426
Azerbaijan,AZE,1989,145.59505,13022.565,20576.738
Azerbaijan,AZE,1990,139.35005,13516.019,20762.246
Azerbaijan,AZE,1991,103.36727,12841.299,19575.945
Azerbaijan,AZE,1992,18.259026,12340.08,15015.425
Azerbaijan,AZE,1993,4.5076866,12151.686,10945.094
Azerbaijan,AZE,1994,5.947412,11015.117,10131.55
Azerbaijan,AZE,1995,4.4224257,9845.849,9929.206
Azerbaijan,AZE,1996,4.389172,8777.341,7219.541
Azerbaijan,AZE,1997,4.3612127,8300.265,6831.7803
Azerbaijan,AZE,1998,0,8689.544,6342.7383
Azerbaijan,AZE,1999,0,8268.731,6746.289
Azerbaijan,AZE,2000,0,9067.547,6450.1157
Azerbaijan,AZE,2001,4.212735,5707.579,9149.496
Azerbaijan,AZE,2002,2.7782662,5198.1367,9076.691
Azerbaijan,AZE,2003,4.1229753,5979.401,9208.416
Azerbaijan,AZE,2004,1.2499105,6378.218,10679.451
Azerbaijan,AZE,2005,4.326196,7370.2305,10903.606
Azerbaijan,AZE,2006,4.2733197,6517.206,11385.688
Azerbaijan,AZE,2007,6.457614,6065.8237,9894.755
Azerbaijan,AZE,2008,4.7779384,4784.127,11167.901
Azerbaijan,AZE,2009,4.715103,4402.5957,9410.444
Azerbaijan,AZE,2010,6.9826326,4290.9585,8831.702
Azerbaijan,AZE,2011,6.1259985,5190.884,9546.4375
Azerbaijan,AZE,2012,4.533198,5356.575,9885.067
Azerbaijan,AZE,2013,3.7270176,5752.173,9795.818
Azerbaijan,AZE,2014,2.2069664,5573.274,10115.549
Azerbaijan,AZE,2015,3.632928,5586.4536,11300.825
Azerbaijan,AZE,2016,1.4367449,5486.526,10956.665
Azerbaijan,AZE,2017,1.4231479,5482.9697,10541.162
Azerbaijan,AZE,2018,0.70589995,5700.6924,10653.323
Azerbaijan,AZE,2019,0.9104743,5660.4683,11521.07
Azerbaijan,AZE,2020,0.90747464,4881.1445,12024.156
Azerbaijan,AZE,2021,0.9033912,5042.02,12334.417
Bangladesh,BGD,1971,15.897193,118.978386,53.63159
Bangladesh,BGD,1972,15.6746645,143.03516,52.881023
Bangladesh,BGD,1973,19.854012,157.5393,82.66063
Bangladesh,BGD,1974,17.2118,159.83434,97.50635
Bangladesh,BGD,1975,19.453613,182.48637,66.35679
Bangladesh,BGD,1976,18.797548,193.09845,94.88894
Bangladesh,BGD,1977,19.193016,185.86148,103.963776
Bangladesh,BGD,1978,18.163181,193.23328,107.669525
Bangladesh,BGD,1979,13.199944,208.921,120.4474
Bangladesh,BGD,1980,17.20879,229.84697,146.44536
Bangladesh,BGD,1981,17.233843,230.89757,158.01617
Bangladesh,BGD,1982,20.311281,221.57127,199.59097
Bangladesh,BGD,1983,11.1810665,192.73329,216.01495
Bangladesh,BGD,1984,4.3554873,189.04362,242.69894
Bangladesh,BGD,1985,5.936374,205.69975,268.66104
Bangladesh,BGD,1986,8.754239,216.49646,295.81387
Bangladesh,BGD,1987,13.477642,208.433,339.8929
Bangladesh,BGD,1988,13.5853615,204.34805,391.4844
Bangladesh,BGD,1989,13.85395,218.71628,405.15952
Bangladesh,BGD,1990,30.542793,207.45038,426.9063
Bangladesh,BGD,1991,9.577786,188.78,431.2181
Bangladesh,BGD,1992,8.828473,206.73882,461.66254
Bangladesh,BGD,1993,3.2287917,227.20375,506.9931
Bangladesh,BGD,1994,2.966373,232.29558,527.4901
Bangladesh,BGD,1995,31.680904,295.88672,572.3867
Bangladesh,BGD,1996,17.068354,297.02542,603.65826
Bangladesh,BGD,1997,30.769281,334.94913,582.8678
Bangladesh,BGD,1998,8.69455,362.3288,618.12756
Bangladesh,BGD,1999,4.2189364,317.02026,661.14703
Bangladesh,BGD,2000,29.695297,305.64832,701.13434
Bangladesh,BGD,2001,30.902456,358.218,770.3479
Bangladesh,BGD,2002,31.67692,353.09732,795.5235
Bangladesh,BGD,2003,29.765793,359.6723,840.89075
Bangladesh,BGD,2004,29.31731,333.81015,889.1315
Bangladesh,BGD,2005,59.242363,330.86365,941.24713
Bangladesh,BGD,2006,88.929214,330.38873,1007.0452
Bangladesh,BGD,2007,71.8169,309.1489,1064.0214
Bangladesh,BGD,2008,74.92756,311.32043,1126.1361
Bangladesh,BGD,2009,92.80298,288.545,1277.8369
Bangladesh,BGD,2010,58.465527,317.81476,1297.4985
Bangladesh,BGD,2011,85.98266,405.71198,1303.6427
Bangladesh,BGD,2012,70.0708,427.6296,1402.8658
Bangladesh,BGD,2013,95.78692,413.38272,1425.2267
Bangladesh,BGD,2014,56.766605,458.3971,1476.1526
Bangladesh,BGD,2015,166.9651,479.41196,1638.0956
Bangladesh,BGD,2016,121.19347,518.26166,1655.413
Bangladesh,BGD,2017,134.28603,575.1724,1643.6134
Bangladesh,BGD,2018,145.44067,646.08405,1675.7294
Bangladesh,BGD,2019,232.87694,614.08484,1868.9635
Bangladesh,BGD,2020,260.0585,556.83734,1786.8323
Bangladesh,BGD,2021,225.3024,631.30334,1838.115
Belarus,BLR,1985,2478.2236,29244.447,8539.424
Belarus,BLR,1986,2692.88,34319.715,8644.532
Belarus,BLR,1987,2600.6772,33718.176,9692.067
Belarus,BLR,1988,2769.2832,32464.283,11154.0625
Belarus,BLR,1989,2704.4011,30240.533,11685.299
Belarus,BLR,1990,2369.4814,29906.248,12401.083
Belarus,BLR,1991,2244.5984,29263.934,12942.598
Belarus,BLR,1992,1866.2043,21609.281,15003.78
Belarus,BLR,1993,1602.0305,16643.604,13914.711
Belarus,BLR,1994,1122.9891,13604.063,12170.004
Belarus,BLR,1995,1058.1376,11883.038,11017.368
Belarus,BLR,1996,1287.2732,11716.043,11630.61
Belarus,BLR,1997,1361.1412,10291.534,13348.845
Belarus,BLR,1998,1213.019,9762.354,13573.856
Belarus,BLR,1999,1130.7856,8972.6045,13892.896
Belarus,BLR,2000,1128.2345,8918.5,14813.665
Belarus,BLR,2001,814.4643,8675.224,14808.596
Belarus,BLR,2002,773.2753,9193.159,15335.155
Belarus,BLR,2003,732.84906,9370.433,15180.664
Belarus,BLR,2004,722.6145,9241.566,18534.9
Belarus,BLR,2005,803.1928,8659.936,19126.666
Belarus,BLR,2006,723.53485,10222.61,19640.877
Belarus,BLR,2007,822.3318,9345.809,19816.361
Belarus,BLR,2008,769.59393,9339.4375,20373.723
Belarus,BLR,2009,735.4981,10812.943,17352.412
Belarus,BLR,2010,771.4541,9317.34,21300.438
Belarus,BLR,2011,929.08527,10168.314,19806.549
Belarus,BLR,2012,948.9979,12496.797,20023.305
Belarus,BLR,2013,1007.5479,9434.13,19884.422
Belarus,BLR,2014,999.24835,9608.835,19725.553
Belarus,BLR,2015,887.9679,8089.486,18451.326
Belarus,BLR,2016,975.26514,8688.403,18322.324
Belarus,BLR,2017,1008.7131,8639.3125,18756.688
Belarus,BLR,2018,1514.9894,10055.938,19920.71
Belarus,BLR,2019,1598.9193,10271.2,19810.375
Belarus,BLR,2020,1010.4387,9932.783,18425.863
Belarus,BLR,2021,882.94934,9480.471,19866.137
Belgium,BEL,1965,23686.25,20023.686,78.09104
Belgium,BEL,1966,21484.105,20310.373,140.13141
Belgium,BEL,1967,20976.61,22283.398,531.30615
Belgium,BEL,1968,21563.271,25758.953,1287.01
Belgium,BEL,1969,20922.45,29608.408,2641.2346
Belgium,BEL,1970,19641.406,32174.01,4128.175
Belgium,BEL,1971,16202.206,32846.41,5670.65
Belgium,BEL,1972,15420.504,35408.453,7124.8857
Belgium,BEL,1973,12903.781,37071.83,8539.511
Belgium,BEL,1974,13772.343,32586.107,9986.268
Belgium,BEL,1975,10270.873,30879.48,9852.555
Belgium,BEL,1976,10692.52,32176.928,10396.591
Belgium,BEL,1977,10830.905,31606.168,10215.175
Belgium,BEL,1978,11075.693,33677.92,10114.535
Belgium,BEL,1979,12322.566,33422.957,11035.641
Belgium,BEL,1980,12403.565,30844.746,10543.455
Belgium,BEL,1981,12829.924,28229.623,9709.919
Belgium,BEL,1982,12832.118,26693.303,8083.953
Belgium,BEL,1983,10940.031,24198.533,8392.896
Belgium,BEL,1984,12678.1045,23396.945,8654.442
Belgium,BEL,1985,12633.589,23731.38,8690.213
Belgium,BEL,1986,10771.781,26795.002,7796.9644
Belgium,BEL,1987,10706.134,26953.768,8587.329
Belgium,BEL,1988,10799.416,27750.291,8459.981
Belgium,BEL,1989,11324.606,27201.467,9383.383
Belgium,BEL,1990,12413.365,28022.373,9608.703
Belgium,BEL,1991,11841.412,29965.412,10221.014
Belgium,BEL,1992,10566.638,30477.2,10502.842
Belgium,BEL,1993,9982.202,29899.82,10961.356
Belgium,BEL,1994,10702.524,32422.033,11180.252
Belgium,BEL,1995,10195.871,32219.842,12335.114
Belgium,BEL,1996,9730.8545,34796.58,13673.575
Belgium,BEL,1997,9055.97,35542.586,13003.089
Belgium,BEL,1998,8978.401,35917.113,14196.733
Belgium,BEL,1999,7839.3916,34605.316,15107.285
Belgium,BEL,2000,8639.967,35027.56,15126.406
Belgium,BEL,2001,8194.043,35408.625,14877.514
Belgium,BEL,2002,6992.992,35397.703,15288.898
Belgium,BEL,2003,6733.838,37242.375,16213.884
Belgium,BEL,2004,6231.187,37501.477,16438.15
Belgium,BEL,2005,5692.2954,37081.605,16063.048
Belgium,BEL,2006,5582.246,36732.86,16431.02
Belgium,BEL,2007,5067.417,36853.79,16444.078
Belgium,BEL,2008,4970.397,38393.973,16222.526
Belgium,BEL,2009,3179.7046,34305.5,16270.237
Belgium,BEL,2010,4008.1548,35295.004,17837.924
Belgium,BEL,2011,3746.7986,32806.15,15082.503
