Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh)
Denmark,DNK,1980,13949.7,31476.83,0
Denmark,DNK,1981,11145.736,29640.693,0
Denmark,DNK,1982,13446.501,25537.969,0
Denmark,DNK,1983,12846.618,24169.479,28.481712
Denmark,DNK,1984,13548.418,23907.154,230.02383
Denmark,DNK,1985,16519.316,24646.658,1311.4095
Denmark,DNK,1986,16710.191,24321.594,2337.7688
Denmark,DNK,1987,16395.719,22392.785,2965.768
Denmark,DNK,1988,15326.958,22238.799,3613.8975
Denmark,DNK,1989,12577.046,21379.91,3845.9663
Denmark,DNK,1990,13768.4795,20899.76,4091.274
Denmark,DNK,1991,18625.09,21147.723,4710.0195
Denmark,DNK,1992,15462.35,20889.682,4936.0215
Denmark,DNK,1993,16162.456,21793.178,5527.2534
Denmark,DNK,1994,17313.834,23096.025,6152.526
Denmark,DNK,1995,14413.971,23949.334,7095.081
Denmark,DNK,1996,19734.26,25888.244,8324.758
Denmark,DNK,1997,14611.036,24875.83,8663.175
Denmark,DNK,1998,12366.8,23966.783,9303.277
Denmark,DNK,1999,10348.575,23692.848,9717.119
Denmark,DNK,2000,8647.379,22943.725,9553.001
Denmark,DNK,2001,9106.139,21923.39,9945.406
Denmark,DNK,2002,9086.566,21145.166,10005.755
Denmark,DNK,2003,12357.031,20381.963,10082.579
Denmark,DNK,2004,9438.291,19950.574,9998.978
Denmark,DNK,2005,7933.025,20063.402,9566.331
Denmark,DNK,2006,11990.358,20358.416,9707.629
Denmark,DNK,2007,9874.279,20398.613,8666.427
Denmark,DNK,2008,8660.218,19914.717,8671.315
Denmark,DNK,2009,8483.438,17834.031,8292.462
Denmark,DNK,2010,8030.061,17928.193,9339.071
Denmark,DNK,2011,6754.0156,17274.482,7796.5425
Denmark,DNK,2012,5135.407,15957.112,7249.28
Denmark,DNK,2013,6690.1655,15825.6,6808.0264
Denmark,DNK,2014,5405.397,15828.863,5821.341
Denmark,DNK,2015,3540.24,15927.914,5828.4116
Denmark,DNK,2016,4267.5913,15567.847,5896.86
Denmark,DNK,2017,3175.6592,15349.686,5605.8096
Denmark,DNK,2018,3217.7754,15421.972,5412.0933
Denmark,DNK,2019,1824.8774,15384.044,4999.7207
Denmark,DNK,2020,1582.8389,12682.904,3986.8389
Denmark,DNK,2021,2193.511,12671.686,3955.9612
Ecuador,ECU,1965,0,1484.0002,0
Ecuador,ECU,1966,0,1504.7495,0
Ecuador,ECU,1967,0,1578.3721,0
Ecuador,ECU,1968,0,1831.9188,0
Ecuador,ECU,1969,0,1883.1025,0
Ecuador,ECU,1970,0,2086.3882,113.05496
Ecuador,ECU,1971,0,2240.9985,109.87325
Ecuador,ECU,1972,0,2239.4204,154.86177
Ecuador,ECU,1973,0,2423.0767,86.52693
Ecuador,ECU,1974,0,2683.5388,168.27928
Ecuador,ECU,1975,0,2553.9116,204.58665
Ecuador,ECU,1976,0,2807.9067,181.51097
Ecuador,ECU,1977,0,3409.5596,113.0981
Ecuador,ECU,1978,0,3393.4495,113.09237
Ecuador,ECU,1979,0,3518.2744,79.27047
Ecuador,ECU,1980,0,4394.276,60.037975
Ecuador,ECU,1981,0,4784.221,94.681816
Ecuador,ECU,1982,0,5090.9116,119.384766
Ecuador,ECU,1983,0,4545.553,144.1209
Ecuador,ECU,1984,0,4453.616,202.36223
Ecuador,ECU,1985,0,5339.299,201.07391
Ecuador,ECU,1986,0,5289.011,194.8526
Ecuador,ECU,1987,0,5203.9004,176.91158
Ecuador,ECU,1988,0,5996.9995,201.80864
Ecuador,ECU,1989,0,6092.4727,156.05096
Ecuador,ECU,1990,0.305693,6087.8003,250.41042
Ecuador,ECU,1991,0.603058,6663.9604,300.37402
Ecuador,ECU,1992,0.42503157,6509.5264,295.16626
Ecuador,ECU,1993,0.07310707,6408.0835,333.24582
Ecuador,ECU,1994,0.35004783,6834.5283,295.16583
Ecuador,ECU,1995,0.34356782,6601.2373,279.64267
Ecuador,ECU,1996,0.41990238,7279.717,291.3618
Ecuador,ECU,1997,0.5236788,8155.347,260.97028
Ecuador,ECU,1998,0.75593895,8066.5767,261.20496
Ecuador,ECU,1999,0.96903986,6928.476,241.744
Ecuador,ECU,2000,1.2759749,6204.2754,258.82288
Ecuador,ECU,2001,1.6218362,6334.025,258.93692
Ecuador,ECU,2002,1.7214183,6181.851,101.31176
Ecuador,ECU,2003,66.2723,6209.2925,173.733
Ecuador,ECU,2004,1.5495268,6449.233,397.41846
Ecuador,ECU,2005,1.7792282,6909.315,401.06702
Ecuador,ECU,2006,4.4953437,7198.004,430.7511
Ecuador,ECU,2007,1.763905,7192.263,383.69147
Ecuador,ECU,2008,19.97318,7284.3726,344.07004
Ecuador,ECU,2009,4.6946936,7284.4644,398.75067
Ecuador,ECU,2010,7.7386713,8280.867,412.88828
Ecuador,ECU,2011,7.139039,8353.965,368.00507
Ecuador,ECU,2012,8.434199,8510.372,483.7085
Ecuador,ECU,2013,9.31096,8880.364,541.36127
Ecuador,ECU,2014,8.680845,9215.967,546.7805
Ecuador,ECU,2015,9.261223,8808.404,506.93878
Ecuador,ECU,2016,5.352459,8153.548,539.1309
Ecuador,ECU,2017,5.6703315,7838.1772,493.04645
Ecuador,ECU,2018,19.046429,8327.636,427.531
Ecuador,ECU,2019,5.7385254,7917.125,374.53714
Ecuador,ECU,2020,15.961099,6281.249,313.74274
Ecuador,ECU,2021,30.894268,7683.2495,308.88013
Egypt,EGY,1965,152.08055,2641.0715,15.303321
Egypt,EGY,1966,100.8005,2762.7751,17.049873
Egypt,EGY,1967,151.43782,2200.7441,16.631481
Egypt,EGY,1968,153.76077,2246.667,16.232674
Egypt,EGY,1969,162.15515,1628.9778,20.101654
Egypt,EGY,1970,146.11899,2060.4316,23.52151
Egypt,EGY,1971,117.29869,2083.4136,23.009495
Egypt,EGY,1972,101.58572,2330.0464,18.809813
Egypt,EGY,1973,86.60033,2143.5977,14.779457
Egypt,EGY,1974,147.98529,2313.7236,15.225264
Egypt,EGY,1975,173.0074,2501.9045,12.41116
Egypt,EGY,1976,165.49312,2893.8528,92.24683
Egypt,EGY,1977,184.42747,3022.278,109.11257
Egypt,EGY,1978,172.43329,3047.3372,171.31013
Egypt,EGY,1979,186.52785,3259.0068,252.859
Egypt,EGY,1980,146.33815,3549.6614,479.61588
Egypt,EGY,1981,183.77284,3990.2073,523.05615
Egypt,EGY,1982,185.0082,4420.8145,557.5939
Egypt,EGY,1983,170.79669,4721.3667,636.1967
Egypt,EGY,1984,168.48962,4966.3228,794.8916
Egypt,EGY,1985,173.06871,4910.24,948.3451
Egypt,EGY,1986,169.31516,4791.6924,1063.1157
Egypt,EGY,1987,174.31029,4928.9404,1143.8966
Egypt,EGY,1988,185.43227,4771.6997,1226.6464
Egypt,EGY,1989,184.78583,4816.7925,1335.8982
Egypt,EGY,1990,154.30344,4813.286,1357.5854
Egypt,EGY,1991,155.03305,4617.382,1491.1016
Egypt,EGY,1992,155.16374,4331.1484,1575.5767
Egypt,EGY,1993,182.66402,3961.9111,1770.3217
Egypt,EGY,1994,192.22617,4045.1511,1839.8796
Egypt,EGY,1995,125.83172,4291.5693,1889.9928
Egypt,EGY,1996,169.25665,4439.801,1908.4058
Egypt,EGY,1997,140.19785,4587.388,1925.1799
Egypt,EGY,1998,134.99861,4725.064,1926.5186
Egypt,EGY,1999,120.14763,4732.8076,2257.9714
Egypt,EGY,2000,141.67079,4536.264,2697.16
Egypt,EGY,2001,122.08855,4196.52,3236.7705
Egypt,EGY,2002,128.2651,4088.628,3428.5469
Egypt,EGY,2003,130.24768,4105.6396,3763.1643
Egypt,EGY,2004,130.44635,4236.1616,3935.7966
Egypt,EGY,2005,125.121826,4397.125,3846.3328
Egypt,EGY,2006,122.77828,4183.7046,4357.112
Egypt,EGY,2007,109.453224,4430.7046,4490.6416
Egypt,EGY,2008,96.586044,4599.1797,4688.246
Egypt,EGY,2009,84.183556,4721.119,4788.8
Egypt,EGY,2010,61.84856,4763.1255,4976.18
Egypt,EGY,2011,57.470413,4649.4023,5354.173
Egypt,EGY,2012,49.778584,4641.975,5549.859
Egypt,EGY,2013,48.053604,4585.69,5301.1875
Egypt,EGY,2014,47.32671,4699.1562,4834.985
Egypt,EGY,2015,95.3629,4708.6704,4709.065
Egypt,EGY,2016,142.00607,4765.292,4946.0933
Egypt,EGY,2017,137.06514,4434.243,5495.086
Egypt,EGY,2018,244.7339,3877.5315,5744.57
Egypt,EGY,2019,217.20515,3599.718,5589.7905
Egypt,EGY,2020,81.267044,3045.7068,5425.7773
Egypt,EGY,2021,129.175,3252.3416,5663.1367
Estonia,EST,1985,44252.684,26508.285,6872.6587
Estonia,EST,1986,44492.277,26048.29,6204.535
Estonia,EST,1987,44537.574,26109.428,6671.3726
Estonia,EST,1988,42161.016,26133.85,7130.254
Estonia,EST,1989,43410.863,26806.611,7091.8076
Estonia,EST,1990,45847.8,26321.922,9050.402
Estonia,EST,1991,42179.832,23262.787,9116.989
Estonia,EST,1992,34711.23,12707.232,5417.6357
Estonia,EST,1993,28383.867,13791.408,2749.517
Estonia,EST,1994,29601.008,12817.357,4025.6345
Estonia,EST,1995,27883.111,10231.534,4663.138
Estonia,EST,1996,29580.5,11213.254,5207.469
Estonia,EST,1997,29508.436,11112.656,5106.9614
Estonia,EST,1998,25186.764,11239.405,4882.539
Estonia,EST,1999,22922.326,10555.653,4772.019
Estonia,EST,2000,24532.008,9542.015,5511.7437
Estonia,EST,2001,24547.107,11107.306,5952.8096
Estonia,EST,2002,24149.482,12516.158,5023.415
Estonia,EST,2003,28142.703,11821.5625,5770.0176
Estonia,EST,2004,28231.203,12069.067,6611.4297
Estonia,EST,2005,28118.096,12366.405,6865.3506
Estonia,EST,2006,27019.742,12998.523,6979.04
Estonia,EST,2007,33782.758,13937.05,6969.392
Estonia,EST,2008,30277.977,13305.759,6702.253
Estonia,EST,2009,26200.807,11979.382,4576.238
Estonia,EST,2010,35166.42,12376.636,4913.1265
Estonia,EST,2011,35702.88,12103.676,4409.444
Estonia,EST,2012,32921.336,14401.983,4795.559
Estonia,EST,2013,36742.305,14268.9795,4896.4897
Estonia,EST,2014,36028.28,13246.959,3853.4658
Estonia,EST,2015,31919.04,13221.269,3454.1301
Estonia,EST,2016,33485.45,12884.209,3784.9712
Estonia,EST,2017,38178.08,13430.256,3710.5176
Estonia,EST,2018,37167.35,13216.981,3784.433
Estonia,EST,2019,26982.523,11747.008,3511.9946
Estonia,EST,2020,22011.182,12357.099,3234.7988
Estonia,EST,2021,25680.977,12820.627,3656.4558
Europe,,1965,14981.096,10920.76,2513.688
Europe,,1966,14667.332,11803.862,2792.108
Europe,,1967,14357.424,12723.209,3115.6416
Europe,,1968,14337.926,13764.286,3511.7952
Europe,,1969,14436.94,15040.225,3954.78
Europe,,1970,14154.1455,16551.578,4535.006
Europe,,1971,13807.621,17294.986,5154.545
Europe,,1972,13587.659,18446.639,5718.843
Europe,,1973,13688.843,19638.021,6300.177
Europe,,1974,13554.91,19207.9,6839.1694
Europe,,1975,13452.117,18892.715,7365.583
Europe,,1976,13730.48,19814.344,8018.992
Europe,,1977,13741.805,19809.395,8462.042
Europe,,1978,13784.51,20774.16,8882.975
Europe,,1979,14110.553,21153.959,9364.561
Europe,,1980,14018.133,20411.146,9479.119
Europe,,1981,13776.645,19474.986,9717.563
Europe,,1982,13838.677,18721.438,10056.059
Europe,,1983,13899.776,18201.125,10613.817
Europe,,1984,13759.247,18198.67,11359.832
Europe,,1985,13314.003,17066.941,10834.295
Europe,,1986,13245.44,17490.553,10990.469
Europe,,1987,13306.584,17463.172,11503.709
Europe,,1988,13004.294,17384.701,11814.343
Europe,,1989,12696.787,17344.271,12003.61
Europe,,1990,11939.964,17450.832,12551.673
Europe,,1991,11110.096,17182.354,12744.675
Europe,,1992,10409.679,16490.625,12183.81
Europe,,1993,9632.681,15409.788,12157.986
Europe,,1994,8897.789,14941.736,11593.335
Europe,,1995,8730.444,14739.852,11724.914
Europe,,1996,8463.012,14505.982,12450.549
Europe,,1997,8093.521,14578.749,11882.2295
Europe,,1998,7785.0986,14746.627,12175.953
Europe,,1999,7465.051,14598.392,12428.269
Europe,,2000,7666.7183,14375.865,12720.287
Europe,,2001,7628.2617,14641.358,12933.941
Europe,,2002,7617.3228,14498.544,13007.573
Europe,,2003,7846.2725,14643.793,13425.273
Europe,,2004,7639.2515,14706.885,13776.41
Europe,,2005,7396.4795,14786.515,13989.705
Europe,,2006,7654.0244,14906.719,14157.624
Europe,,2007,7624.6616,14584.106,14086.104
Europe,,2008,7334.272,14480.932,14070.887
Europe,,2009,6514.1685,13743.49,13022.504
Europe,,2010,6720.9644,13653.926,13991.928
Europe,,2011,6968.404,13490.422,13447.846
Europe,,2012,7117.7524,13118.615,13112.901
Europe,,2013,6861.3516,12818.736,12878.864
Europe,,2014,6372.8564,12693.546,12054.549
Europe,,2015,6215.9014,12717.267,11971.214
Europe,,2016,5914.3457,12972.077,12509.697
Europe,,2017,5563.9395,13103.989,12828.258
Europe,,2018,5537.9907,13134.835,13045.939
Europe,,2019,4788.1143,13125.214,13039.539
Europe,,2020,4127.6685,11553.971,12535.458
Europe,,2021,4358.6616,12174.938,13496.207
European Union (27),,1965,12290.672,10366.765,989.9345
European Union (27),,1966,11712.703,11336.305,1114.8234
European Union (27),,1967,11401.135,12219.502,1315.4331
European Union (27),,1968,11530.579,13422.153,1657.1504
European Union (27),,1969,11730.443,14985.074,2069.622
European Union (27),,1970,11564.616,16647.375,2492.1194
European Union (27),,1971,11165.066,17422.766,2933.0444
European Union (27),,1972,10922.836,18570.383,3447.3325
European Union (27),,1973,10865.065,19883.45,3931.483
European Union (27),,1974,10935.243,18596.248,4375.6436
European Union (27),,1975,10521.752,18066.531,4689.301
European Union (27),,1976,11020.208,19380.64,5097.2944
European Union (27),,1977,10921.9,18962.432,5284.4727
European Union (27),,1978,11140.928,19861.352,5463.4326
European Union (27),,1979,11491.217,20341.71,5691.99
European Union (27),,1980,11865.497,19040.857,5646.1904
European Union (27),,1981,11522.141,17669.62,5534.4175
European Union (27),,1982,11662.365,16537.87,5368.42
European Union (27),,1983,11727.996,15928.671,5555.2544
European Union (27),,1984,12132.79,15543.967,5825.112
European Union (27),,1985,12435.438,16101.117,6092.165
European Union (27),,1986,12086.644,16595.701,6162.6836
European Union (27),,1987,12163.317,16589.783,6467.1455
European Union (27),,1988,11967.973,16593.32,6440.982
European Union (27),,1989,11960.94,16570.115,6647.3164
European Union (27),,1990,10862.64,16874.78,6960.102
European Union (27),,1991,10208.01,16857.232,7103.6553
European Union (27),,1992,9464.865,16860.262,6849.2617
European Union (27),,1993,9025.611,16561.012,6969.3164
European Union (27),,1994,8799.306,16598.805,6868.7046
European Union (27),,1995,8670.653,16932.332,7427.661
European Union (27),,1996,8677.859,17232.488,8057.6484
European Union (27),,1997,8407.322,17362.84,7831.482
European Union (27),,1998,8016.2153,17855.445,8037.388
European Union (27),,1999,7628.9497,17703.732,8230.071
European Union (27),,2000,7720.7314,17442.393,8411.968
European Union (27),,2001,7686.7656,17654.299,8687.565
European Union (27),,2002,7711.805,17492.648,8730.55
European Union (27),,2003,7950.6284,17513.01,9173.718
European Union (27),,2004,7784.2993,17559.076,9388.544
European Union (27),,2005,7503.53,17543.77,9677.839
European Union (27),,2006,7682.2866,17497.168,9615.776
European Union (27),,2007,7726.2285,17056.344,9420.55
European Union (27),,2008,7130.3154,16821.424,9570.39
European Union (27),,2009,6302.9087,15818.459,8962.742
European Union (27),,2010,6597.643,15644.989,9611.677
European Union (27),,2011,6772.4697,15144.931,8826.003
European Union (27),,2012,6731.041,14504.735,8656.64
European Union (27),,2013,6599.1924,14125.356,8474.942
European Union (27),,2014,6279.1475,13829.734,7492.522
European Union (27),,2015,6259.843,14044.264,7831.7246
European Union (27),,2016,6004.5757,14296.413,8307.276
European Union (27),,2017,5790.968,14524.019,8680.172
European Union (27),,2018,5653.9346,14533.234,8509.346
European Union (27),,2019,4554.617,14476.895,8804.986
European Union (27),,2020,3723.587,12625.434,8541.44
European Union (27),,2021,4204.515,13305.303,8911.893
Finland,FIN,1965,4438.4834,14784.592,0
Finland,FIN,1966,4104.1885,17867.395,0
Finland,FIN,1967,3926.954,18617.457,0
Finland,FIN,1968,4708.2163,21009.336,0
Finland,FIN,1969,5652.204,24418.78,0
Finland,FIN,1970,5767.242,27564.227,0
Finland,FIN,1971,5112.1484,28492.316,0
Finland,FIN,1972,5637.654,30143.303,0
Finland,FIN,1973,6221.796,33531.203,0
Finland,FIN,1974,6307.379,29068.223,947.5252
Finland,FIN,1975,5689.4106,29925.209,1561.1124
Finland,FIN,1976,7643.598,32009.98,1823.7839
Finland,FIN,1977,7685.7666,31282.115,1849.6484
Finland,FIN,1978,10330.393,31376.066,2008.1079
Finland,FIN,1979,9930.1875,33136.86,1995.8671
Finland,FIN,1980,11233.166,31809.1,1871.6809
Finland,FIN,1981,6873.974,30296.373,1482.969
Finland,FIN,1982,7581.8213,27885.64,1392.9
Finland,FIN,1983,8186.3623,25743.926,1342.7985
Finland,FIN,1984,9378.357,25964.836,1529.7344
Finland,FIN,1985,11836.743,26123.795,1932.9272
Finland,FIN,1986,10787.596,27267.201,2332.618
Finland,FIN,1987,12048.829,27076.842,3076.172
Finland,FIN,1988,12028.554,26660.314,3299.2605
Finland,FIN,1989,11724.564,26525.12,4310.621
Finland,FIN,1990,12290.559,26803.184,5055.598
Finland,FIN,1991,12208.5,26452.838,5299.3145
Finland,FIN,1992,11049.641,26028.865,5471.905
Finland,FIN,1993,12570.317,24648.55,5627.0376
Finland,FIN,1994,15241.53,25428.05,6184.5444
Finland,FIN,1995,13431.044,23016.812,6397.88
Finland,FIN,1996,15951.503,23879.314,6671.479
Finland,FIN,1997,15063.988,23460.25,6544.494
Finland,FIN,1998,12329.154,24408.54,7477.642
Finland,FIN,1999,11918.6045,24620.809,7468.7827
Finland,FIN,2000,11268.33,24424.4,7613.6816
Finland,FIN,2001,13586.945,23908.166,8242.086
Finland,FIN,2002,14727.393,24405.643,8164.4614
Finland,FIN,2003,18337.36,25129.504,9015.9375
Finland,FIN,2004,16426.377,23358.857,8660.818
Finland,FIN,2005,10516.231,24147.254,7897.3403
Finland,FIN,2006,16359.63,23327.89,8408.262
Finland,FIN,2007,15382.446,23427.303,7744.823
Finland,FIN,2008,11676.911,22540.205,7882.1255
Finland,FIN,2009,11704.797,21134.1,7001.5566
Finland,FIN,2010,14715.812,21846.396,7700.5127
Finland,FIN,2011,11899.674,21266.648,6703.571
Finland,FIN,2012,9697.632,20328.781,5900.5903
Finland,FIN,2013,10671.583,21052.459,5461.916
Finland,FIN,2014,9525.831,19783.594,4862.5796
Finland,FIN,2015,8103.905,19817.645,4175.343
Finland,FIN,2016,9266.442,20799.695,3653.4805
Finland,FIN,2017,8468.467,20105.297,3326.7395
Finland,FIN,2018,8862.6045,19970.795,3809.7925
Finland,FIN,2019,7433.968,19799.998,3683.5542
Finland,FIN,2020,5700.719,17737.309,3746.8943
Finland,FIN,2021,5940.3525,17574.207,3689.2478
France,FRA,1965,9988.528,13230.585,1038.992
France,FRA,1966,9157.474,14032.039,1084.4937
France,FRA,1967,8947.337,15957.047,1226.8713
France,FRA,1968,8523.346,17129.475,1453.3828
France,FRA,1969,8457.336,19619.191,1674.0951
France,FRA,1970,7979.859,22095.24,1890.7852
France,FRA,1971,7247.991,23871.531,2221.3843
France,FRA,1972,6391.952,26277.914,2604.2947
France,FRA,1973,6273.233,29065.955,3030.769
France,FRA,1974,6307.2124,27432.71,3143.1763
France,FRA,1975,5499.369,24935.639,3486.5564
France,FRA,1976,6436.9204,26853.498,3728.8076
France,FRA,1977,6171.4224,25674.201,3874.9841
France,FRA,1978,6408.6973,26629.889,4114.306
France,FRA,1979,6926.95,26364.854,4536.431
France,FRA,1980,6746.14,24370.137,4686.311
France,FRA,1981,6114.622,21877.236,4734.0312
France,FRA,1982,6217.551,20147.336,4524.5547
France,FRA,1983,5598.517,19566.309,4795.5864
France,FRA,1984,5328.775,18778.145,4868.032
France,FRA,1985,5147.259,18379.193,5186.015
France,FRA,1986,4234.3115,18660.537,5190.658
France,FRA,1987,3835.4531,18696.047,5226.5986
France,FRA,1988,3727.4922,18493.883,5175.346
France,FRA,1989,4039.55,18901.102,5040.9126
France,FRA,1990,3914.9504,19102.861,5366.7427
France,FRA,1991,4149.376,20147.012,5855.15
France,FRA,1992,3644.5981,20038.455,5820.725
France,FRA,1993,2967.9531,19248.756,5933.262
France,FRA,1994,2910.0369,18557.295,5646.5117
France,FRA,1995,2969.257,18646.643,5990.528
France,FRA,1996,3152.561,18969.363,6597.1104
France,FRA,1997,2750.6943,19037.445,6301.405
France,FRA,1998,3257.9023,19647.16,6690.6416
France,FRA,1999,2903.902,19830.76,6790
France,FRA,2000,2808.489,19414.863,7090.433
France,FRA,2001,2443.2493,19394.596,7399.5703
France,FRA,2002,2502.9968,18745.64,7342.4673
France,FRA,2003,2644.968,18666.562,7655.8105
France,FRA,2004,2501.9524,18713.713,7768.0483
France,FRA,2005,2581.1323,18332.121,7885.062
France,FRA,2006,2369.002,18156.97,7564.214
France,FRA,2007,2436.1726,17580.762,7298.4473
France,FRA,2008,2274.898,17132.621,7515.505
France,FRA,2009,2013.5554,16351.803,7203.8486
France,FRA,2010,2143.8354,15701.271,7937.3516
France,FRA,2011,1809.7389,15282.92,6852.8633
France,FRA,2012,2040.5499,14700.299,7046.6626
France,FRA,2013,2123.5312,14448.967,7127.658
France,FRA,2014,1579.6536,13924.745,5961.511
France,FRA,2015,1565.1857,13876.133,6386.446
France,FRA,2016,1524.1565,13741.933,6958.964
France,FRA,2017,1659.697,13766.923,6978.9272
France,FRA,2018,1481.9966,13697.721,6664.568
France,FRA,2019,1155.7943,13562.489,6779.845
France,FRA,2020,834.1032,11555.733,6293.8594
France,FRA,2021,1001.82214,12520.643,6669.8325
Germany,DEU,1965,24586.254,13421.934,407.3738
Germany,DEU,1966,22779.543,14902.783,485.91153
Germany,DEU,1967,21786.018,15386.381,621.82764
Germany,DEU,1968,21964.252,17143.453,1015.75885
Germany,DEU,1969,22508.709,19188.488,1439.723
Germany,DEU,1970,22147.098,20998.516,2040.2115
Germany,DEU,1971,21135.527,21812.521,2687.8223
Germany,DEU,1972,20597.506,22987.469,3474.2117
Germany,DEU,1973,20658.217,24497.393,4478.732
Germany,DEU,1974,20759.453,22240.043,5606.2314
Germany,DEU,1975,18832.023,21631.055,5924.3745
Germany,DEU,1976,19917.752,23415.7,6282.058
Germany,DEU,1977,19163.613,23169.727,6683.492
Germany,DEU,1978,19449.883,24212.123,7178.329
Germany,DEU,1979,20621.992,25026.436,7950.6157
Germany,DEU,1980,21131.646,22681.818,7851.3315
Germany,DEU,1981,21514.107,20613.951,7516.7993
Germany,DEU,1982,21021.398,19505.854,6981.813
Germany,DEU,1983,21800.346,19112.07,7262.757
Germany,DEU,1984,22499.373,19048.396,7584.274
Germany,DEU,1985,22359.934,19613.146,7489.7
Germany,DEU,1986,21083.623,20618.914,7452.1304
Germany,DEU,1987,20919.611,20002.432,8049.8115
Germany,DEU,1988,20571.434,19915.422,7885.7144
Germany,DEU,1989,20782.709,18606.807,8025.678
Germany,DEU,1990,19272.863,19368.646,8024.213
Germany,DEU,1991,16836.615,20145.045,8385.666
Germany,DEU,1992,15142.419,20218.871,8249.195
Germany,DEU,1993,14220.236,20439.385,8689.126
Germany,DEU,1994,13741.624,20177.176,8814.398
Germany,DEU,1995,12991.826,20106.803,9582.621
Germany,DEU,1996,12907.635,20404.188,10699.886
Germany,DEU,1997,12486.088,20248.111,10204.732
Germany,DEU,1998,12174.422,20248.139,10287.109
Germany,DEU,1999,11716.738,19631.764,10252.843
Germany,DEU,2000,12165.24,19256.928,10168.348
Germany,DEU,2001,12205.622,19517.533,10727.922
Germany,DEU,2002,12243.454,18881.572,10720.666
Germany,DEU,2003,12460.475,18534.434,10863.606
Germany,DEU,2004,12158.858,18340.73,10929.579
Germany,DEU,2005,11640.955,17978.31,11116.689
Germany,DEU,2006,12113.054,17951.174,11333.994
Germany,DEU,2007,12419.798,16252.727,10917.961
Germany,DEU,2008,11473,17226.207,11019.871
Germany,DEU,2009,10266.872,16488.162,10390.04
Germany,DEU,2010,11019.628,16694.041,10829.53
Germany,DEU,2011,11185.866,16128.915,9930.896
Germany,DEU,2012,11479.154,16008.096,9946.593
Germany,DEU,2013,11794.707,16335.122,10403.247
Germany,DEU,2014,11310.875,15860.452,9027.131
Germany,DEU,2015,11149.26,15797.383,9376.213
Germany,DEU,2016,10809.177,16073.068,10310.126
Germany,DEU,2017,10117.2295,16363.7295,10618.958
Germany,DEU,2018,9731.268,15521.518,10356.35
Germany,DEU,2019,7507.2964,15571.444,10737.825
Germany,DEU,2020,6020.647,14068.139,10454.045
Germany,DEU,2021,7045.64,13934.4,10853.839
Greece,GRC,1965,2873.991,6130.847,0
Greece,GRC,1966,2870.43,6698.6294,0
Greece,GRC,1967,2744.3206,7878.8833,0
Greece,GRC,1968,3099.0247,8063.662,0
Greece,GRC,1969,2996.7964,8572.945,0
Greece,GRC,1970,3440.7341,9264.901,0
Greece,GRC,1971,5052.8013,10197.792,0
Greece,GRC,1972,5371.846,11757.824,0
Greece,GRC,1973,6281.742,13606.611,0
Greece,GRC,1974,6567.9097,12676.496,0
Greece,GRC,1975,8526.943,13315.447,0
Greece,GRC,1976,9979.864,14036.713,0
Greece,GRC,1977,10504.663,14153.1455,0
Greece,GRC,1978,9236.859,15239.106,0
Greece,GRC,1979,5010.3906,15925.888,0
Greece,GRC,1980,4949.5693,15576.48,0
Greece,GRC,1981,4841.409,14952.967,0
Greece,GRC,1982,4858.8423,14850.821,88.52094
Greece,GRC,1983,5892.027,14092.234,83.434044
Greece,GRC,1984,6224.312,14287.224,90.8075
Greece,GRC,1985,7144.5444,14377.998,84.47539
Greece,GRC,1986,6752.068,14449.626,114.60008
Greece,GRC,1987,7637.259,15550.849,129.62221
Greece,GRC,1988,8494.798,15916.022,154.07321
Greece,GRC,1989,9050.513,17376.889,153.98589
Greece,GRC,1990,9097.678,18126.375,155.93672
Greece,GRC,1991,8677.377,18337.42,152.72021
Greece,GRC,1992,8979.266,18564.168,139.95471
Greece,GRC,1993,8903.09,18792.363,102.38141
Greece,GRC,1994,8851.824,19069.71,51.96094
Greece,GRC,1995,8755.836,19744.06,47.56277
Greece,GRC,1996,8457.895,20352.13,53.05999
Greece,GRC,1997,9049.059,20418.66,182.86896
Greece,GRC,1998,9410.914,21251.402,744.56647
Greece,GRC,1999,9007.656,20648.934,1328.351
Greece,GRC,2000,9507.768,21402.994,1775.8359
Greece,GRC,2001,9797.17,21637.17,1747.1505
Greece,GRC,2002,9405.173,21693.514,1874.9078
Greece,GRC,2003,9444.003,22748.791,2116.936
Greece,GRC,2004,9676.758,22287.547,2326.0928
Greece,GRC,2005,9546.827,22413.496,2342.432
Greece,GRC,2006,8797.638,23454.67,2763.617
Greece,GRC,2007,9287.876,23751.588,3504.291
Greece,GRC,2008,8756.779,22808.393,3659.7607
Greece,GRC,2009,8865.1045,21419.996,3078.2358
Greece,GRC,2010,8293.218,19460.156,3380.1282
Greece,GRC,2011,8346.364,18589.996,4179.101
Greece,GRC,2012,8633.898,16265.725,3855.3076
Greece,GRC,2013,7445.252,15095.658,3418.1062
Greece,GRC,2014,7189.3774,15037.597,2618.3157
Greece,GRC,2015,6055.6074,15749.463,2842.1292
Greece,GRC,2016,4715.658,15806.608,3718.9727
Greece,GRC,2017,204.65184,16272.863,4509.1626
Greece,GRC,2018,5151.273,16173.083,4439.4507
Greece,GRC,2019,3515.7227,16757.652,4901.1323
Greece,GRC,2020,2025.7216,13646.887,6033.5996
